date,mine,nps_score,first_name,last_name,customer_observations
10-04-2024,SOUTHERN MINING CORP,8,ANGELA,LOPEZ,"I AM GIVING THIS SCORE BECAUSE GP IS NOT PROACTIVE, ONLY PROVIDES FEW INPUTS AND THE SUPPORT SERVICE IS PASSIVE."
13-04-2024,STEEL DIGS ENTERPRISES,9,ROBERT,BROOKS,"COMPANY IS A GOOD COMPANY WITH GOOD MANPOWER AND GOOD TECHNOLOGY. THEY PROVIDE GOOD VARIETY OF SOLUTIONS AND CURRENTLY, I DON'T SEE ANY PROBLEM WITH THEM."
15-04-2024,ST IVES GOLD MINE,9,DAVID,PAGANIN,"WE GOT THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, LASER DELIVERING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THE 24/7 MONITORING, MAINTENANCE SERVICE, ONSITE INSTALLATION, SUPPORT DESK, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
15-04-2024,TROPICANA,9,DAWN,POBLETE,"WE'VE INSTALLED LASER, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, RADAR EQUIPPED WITH REAL-TIME ALERTS. WE'VE BENEFITED FROM THE 24/7 MONITORING HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
15-04-2024,STEEL MINING CO,8,AMY,MURPHY,BECAUSE THEY PROVIDE GOOD MONITORING. NOT A 10 BECAUSE THE SERVICE GETS SUSPENDED WHEN WE ARE LATE ON THE PAYMENTS.
16-04-2024,ORAPA DIAMOND MINE (DUPLICATE DON'T USE),7,ANTHONY,ZAYETTE,"OUR SITE RELIES ON THE GROUND MOVEMENT DETECTOR, LASER, SEISMIC SENSOR PROVIDING PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE SUPPORT DESK, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
16-04-2024,NORTHERN MINERALS HOLDINGS,9,THOMAS,OLSON,"THE DEVICE IS VERY RELIABLE BUT I CAN'T PROVIDE FEEDBACK ON THE SUPPORT AND TECHNICAL ASPECT AS I'M NOT THE USER. I'M ONLY IN CHARGE OF PROVIDING THE CONTRACT, AND WHAT I CAN SUGGEST IS FOR THEM TO OFFER THE BEST PRICING."
17-04-2024,KUMBA IRON ORE,9,JESSICA,STEENKAMP,"WE'VE INSTALLED GROUND MOVEMENT DETECTOR, RADAR, LASER PROVIDING REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. THEIR SUPPORT DESK, REMOTE DIAGNOSTICS, MAINTENANCE SERVICE HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
18-04-2024,EL SOLDADO,7,ANNETTE,VENIZ,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, LASER, RADAR, SEISMIC SENSOR WHICH INCLUDES REAL-TIME ALERTS. APPRECIATE THE MAINTENANCE SERVICE, SUPPORT DESK, 24/7 MONITORING HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
18-04-2024,HAIL CREEK COLLIERY,10,JOSHUA,PABWE,"WE'RE CURRENTLY TRIALING THE RADAR PROVIDING DATA VISUALIZATION DASHBOARD. THEIR REMOTE DIAGNOSTICS, SUPPORT DESK, MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
18-04-2024,LAKE LINDSAY - CAPCOAL,10,LORI,RODRIGUES,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR, SEISMIC SENSOR, LASER, RADAR DELIVERING PREDICTIVE ANALYTICS, REAL-TIME ALERTS. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
19-04-2024,GIBRALTAR MINE,9,MONICA,REEVE,"WE GOT THE LASER, RADAR, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR THAT COMES WITH PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS, 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
19-04-2024,ANGLOAMERICAN - SERRA DO SAPO,9,SARAH,SANTANDER,"WE GOT THE GROUND MOVEMENT DETECTOR, SEISMIC SENSOR, RADAR WHICH INCLUDES PREDICTIVE ANALYTICS, REAL-TIME ALERTS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS, 24/7 MONITORING, ONSITE INSTALLATION, SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
19-04-2024,GOLD PROSPECTING CO,8,OLIVIA,STEVENSON,"I'M NOT WORKING ON SITE OR DIRECTLY INVOLVED IN ON-SITE OPERATIONS, SO I CAN'T PROVIDE FEEDBACK ON THE TECHNICAL ASPECT, BUT I CAN SAY I'M HAPPY WITH THE EQUIPMENT. THERE ARE TWO CRITICAL CONCERNS FOR ME: ONE IS PRICE, SECOND IS THE LEAD TIME FOR SPARE PARTS. THEIR LEAD TIME IS GOOD BUT THEY NEED TO WORK ON ACHIEVING A BETTER/MORE COMPETITIVE PRICING."
20-04-2024,BINGHAM CANYON,10,OSCAR,MARTINEZ DUQUE,"OUR SITE RELIES ON THE RADAR FEATURING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. THEIR REMOTE DIAGNOSTICS, MAINTENANCE SERVICE HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
21-04-2024,ST IVES GOLD MINE,7,GAIL,VELASQUEZ,"WE'RE CURRENTLY TRIALING THE RADAR, GROUND MOVEMENT DETECTOR, LASER PROVIDING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THEIR 24/7 MONITORING HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
22-04-2024,ROLLESTON COLLIERY,9,JASMINE,PABWE,"WE'RE CURRENTLY TRIALING THE SEISMIC SENSOR, LASER, RADAR FEATURING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. THE 24/7 MONITORING, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
22-04-2024,QUANTUM GEOTECH CO,10,STEPHANIE,WATERS,GOOD SERVICE OVERALL AND THE QUALITY OF THE EQUIPMENT.
23-04-2024,KUMBA IRON ORE,8,HANNAH,LLANOS,"WE'VE INSTALLED GROUND MOVEMENT DETECTOR, LASER, RADAR, SEISMIC SENSOR FEATURING PREDICTIVE ANALYTICS, REAL-TIME ALERTS. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE, SUPPORT DESK, REMOTE DIAGNOSTICS, ONSITE INSTALLATION, 24/7 MONITORING HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
24-04-2024,LA COLORADA MINE,9,AUTUMN,AMAYA,"THE TEAM DEPLOYED RADAR, LASER, SEISMIC SENSOR FEATURING DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THEIR SUPPORT DESK HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
24-04-2024,RADOMIRO TOMIC,6,JENNIFER,QUINZACARA FERRADA,"WE'RE USING THE SEISMIC SENSOR, RADAR FEATURING DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS, PREDICTIVE ANALYTICS. SUPPORT FROM THE MAINTENANCE SERVICE, SUPPORT DESK, 24/7 MONITORING HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
24-04-2024,AMG MINERAÇÃO,10,SARAH,COSTA,"OUR SITE RELIES ON THE GROUND MOVEMENT DETECTOR, LASER FEATURING PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THEIR MAINTENANCE SERVICE, SUPPORT DESK, REMOTE DIAGNOSTICS, 24/7 MONITORING, ONSITE INSTALLATION HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
25-04-2024,ROSSING URANIUM MINE,8,ANDREW,KABUYA,"WE'RE USING THE RADAR, SEISMIC SENSOR, LASER WHICH INCLUDES DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. SUPPORT FROM THE REMOTE DIAGNOSTICS HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
25-04-2024,VALLOUREC,8,CHRISTINE,VALLE,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR FEATURING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. SUPPORT FROM THE 24/7 MONITORING HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
25-04-2024,LIHIR GOLD MINE,8,JULIE,TERCIO MAGALHAES OLIVEIRA,"WE GOT THE GROUND MOVEMENT DETECTOR, SEISMIC SENSOR, RADAR, LASER FEATURING REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE 24/7 MONITORING HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
25-04-2024,CONSULTORA GEOANDINA,10,KIMBERLY,MAJED HILAL FILHO,OUR SITE RELIES ON THE SEISMIC SENSOR DELIVERING REAL-TIME ALERTS. SUPPORT FROM THE SUPPORT DESK HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA.
25-04-2024,NORTHERN MINING INDUSTRIES,8,TRACEY,HEATH,GREATER AVAILABILITY OF HIRE RADAR UNITS AND SUBCONTRACT TECHNICIANS.
26-04-2024,PT PAMAPERSADA NUSANTARA (PAMA),7,ANN,TWUM,"WE GOT THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, LASER, RADAR EQUIPPED WITH REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. SUPPORT FROM THE 24/7 MONITORING, MAINTENANCE SERVICE, ONSITE INSTALLATION HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
26-04-2024,KOURA GROUP LAS CUEVAS MINE,10,CATHY,PAGANIN,"WE'VE INSTALLED RADAR, SEISMIC SENSOR EQUIPPED WITH PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD, REAL-TIME ALERTS. SUPPORT FROM THE REMOTE DIAGNOSTICS HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
26-04-2024,"TIBET HUATAILONG MINING DEVELOPMENT CO., LTD ?????????????",10,KAREN,ROCHA,"WE GOT THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, RADAR PROVIDING REAL-TIME ALERTS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. WE'RE QUITE CHUFFED WITH HOW EVERYTHINGÂ€™S WORKED SO FAR."
26-04-2024,COPPER MINING PARTNERS,9,SANDRA,TRAN,I AM VERY HAPPY WITH THEIR SERVICE AND QUITE HAPPY WITH THE SYSTEM'S PERFORMANCE. I DON'T HAVE ANY SUGGESTIONS FOR IMPROVEMENT.
26-04-2024,SUMMIT DRILLING VENTURES,9,DAVID,VELAZQUEZ,THE SCORE WAS REFERRING TO THE COMPANY SERVICE - WHICH IS GOOD.
27-04-2024,STEEL RESOURCES GROUP,8,HEATHER,SIMPSON,"I AM VERY GLAD OF THE COMPANY SERVICE, HOWEVER MY SCORE IS 8 AS THERE ARE SOME AREAS OF IMPROVEMENT, SUCH AS WHEN IT IS NECESSARY TO HAVE MAINTENANCE ON THE EQUIPMENT, THERE IS A LACK OF AGILITY TO REPLACE OR MOVE THE EQUIPMENT TO FIX. THE RADARS HAVE BEEN WORKING EFFECTIVELY TO WHAT THEY NEED. ALSO, PLEASE CHANGE MY TITLE IN YOUR SYSTEM TO GEOTECHNICAL COORDINATOR."
28-04-2024,GERDAU S/A - VARZEA DO LOPES,6,JASON,VALDES,"OUR SITE RELIES ON THE SEISMIC SENSOR FEATURING PREDICTIVE ANALYTICS. APPRECIATE THE MAINTENANCE SERVICE HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
29-04-2024,PT. KALTIM PRIMA COAL,10,RICHARD,PAYNE,"WE'VE INSTALLED LASER, SEISMIC SENSOR FEATURING PREDICTIVE ANALYTICS. THEIR SUPPORT DESK, MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
29-04-2024,HAIL CREEK COLLIERY,10,SAMANTHA,BREEN,"WE GOT THE SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, RADAR FEATURING DATA VISUALIZATION DASHBOARD. THE ONSITE INSTALLATION, 24/7 MONITORING, SUPPORT DESK, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
29-04-2024,HAIL CREEK COLLIERY,8,TODD,VENIZ,"WE GOT THE RADAR, LASER, GROUND MOVEMENT DETECTOR DELIVERING DATA VISUALIZATION DASHBOARD. APPRECIATE THE MAINTENANCE SERVICE HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
30-04-2024,EKATI DIAMOND MINE,8,EILEEN,IRELAND,"WE'RE CURRENTLY TRIALING THE RADAR, GROUND MOVEMENT DETECTOR FEATURING DATA VISUALIZATION DASHBOARD. THEIR SUPPORT DESK, ONSITE INSTALLATION, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
30-04-2024,KOV MINE,8,JONATHAN,HUARACHE,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR PROVIDING PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS, MAINTENANCE SERVICE HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
30-04-2024,HAIL CREEK COLLIERY,8,KELLY,CUELLO ÁLVAREZ,"WE GOT THE RADAR, LASER, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR WHICH INCLUDES PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THE REMOTE DIAGNOSTICS, SUPPORT DESK, 24/7 MONITORING, ONSITE INSTALLATION HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
30-04-2024,VALE ITABIRA,8,ROBERT,SHIJIRBAATAR,"WE'RE CURRENTLY TRIALING THE RADAR PROVIDING PREDICTIVE ANALYTICS. THE REMOTE DIAGNOSTICS, 24/7 MONITORING HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
01-05-2024,COPPER MOUNTAIN,8,JENNY,CASTRO,"WE'RE USING THE RADAR, LASER, GROUND MOVEMENT DETECTOR FEATURING REAL-TIME ALERTS, PREDICTIVE ANALYTICS. THE 24/7 MONITORING, ONSITE INSTALLATION, SUPPORT DESK HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
01-05-2024,LAKE LINDSAY - CAPCOAL,8,REBECCA,PRABAWA,"WE GOT THE RADAR, LASER, GROUND MOVEMENT DETECTOR, SEISMIC SENSOR THAT COMES WITH DATA VISUALIZATION DASHBOARD. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
02-05-2024,SAMARCO MINERAÇÃO S/A,7,MICHAEL,PAUL,"WE GOT THE RADAR PROVIDING REAL-TIME ALERTS. THEIR ONSITE INSTALLATION, SUPPORT DESK, 24/7 MONITORING, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. FRANKLY, ITÂ€™S TOP-NOTCH GEAR FOR A DANGEROUS JOB."
02-05-2024,WESTERN MINING LTD,9,BRENDA,BELL,"COMPANY IS ADVANCED IN RADAR MONITORING, AND I WOULD HIGHLY RECOMMEND THEM OVER OTHER COMPETITORS. ONE AREA FOR IMPROVEMENT COULD BE THE WAITING TIME FOR CERTAIN CRUCIAL PARTS, AS THEY ARE STILL SHIPPED FROM AUSTRALIA, WHICH CAN RESULT IN LONGER DELIVERY TIMES."
03-05-2024,NCHANGA MINE,8,JOHN,ALOR ROMERO,"WE'RE CURRENTLY TRIALING THE SEISMIC SENSOR EQUIPPED WITH PREDICTIVE ANALYTICS. THEIR SUPPORT DESK, 24/7 MONITORING, MAINTENANCE SERVICE, ONSITE INSTALLATION, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
03-05-2024,BINGHAM CANYON,8,JOSEPH,STEENKAMP,"WE'RE CURRENTLY TRIALING THE SEISMIC SENSOR, RADAR, GROUND MOVEMENT DETECTOR DELIVERING DATA VISUALIZATION DASHBOARD. SUPPORT FROM THE SUPPORT DESK, REMOTE DIAGNOSTICS, ONSITE INSTALLATION, MAINTENANCE SERVICE HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
04-05-2024,KOV MINE,8,CYNTHIA,LOFSTEDT,"WE'RE CURRENTLY TRIALING THE SEISMIC SENSOR WHICH INCLUDES PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. SUPPORT FROM THE ONSITE INSTALLATION, SUPPORT DESK, MAINTENANCE SERVICE, REMOTE DIAGNOSTICS HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
04-05-2024,GRASBERG GOLD MINE,9,JESSE,VENIZ,"OUR SITE RELIES ON THE GROUND MOVEMENT DETECTOR, RADAR PROVIDING PREDICTIVE ANALYTICS. WE'VE BENEFITED FROM THE REMOTE DIAGNOSTICS, ONSITE INSTALLATION, MAINTENANCE SERVICE HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
04-05-2024,KOLOMELA IRON ORE MINE,10,KRISTEN,MARIANO,"WE'RE USING THE SEISMIC SENSOR, RADAR WHICH INCLUDES REAL-TIME ALERTS, PREDICTIVE ANALYTICS. SUPPORT FROM THE REMOTE DIAGNOSTICS HAS BEEN RELIABLE. HONESTLY, COULDNÂ€™T ASK FOR BETTER UPTIME OR INSIGHT."
06-05-2024,PARABURDOO,9,BRUCE,PHAKATHI,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR, LASER, RADAR, SEISMIC SENSOR DELIVERING REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. THE MAINTENANCE SERVICE, REMOTE DIAGNOSTICS, 24/7 MONITORING, SUPPORT DESK HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
07-05-2024,CERRO VERDE,9,ASHLEY,COLEN,"WE'RE CURRENTLY TRIALING THE SEISMIC SENSOR WHICH INCLUDES PREDICTIVE ANALYTICS, REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. APPRECIATE THE ONSITE INSTALLATION, REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, 24/7 MONITORING, SUPPORT DESK HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
07-05-2024,LA SINO-CONGOLAISE DES MINES S.A. ??????????,8,MATTHEW,YOUNG,"WE'RE USING THE GROUND MOVEMENT DETECTOR, RADAR, LASER, SEISMIC SENSOR FEATURING REAL-TIME ALERTS, PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. WE'VE BENEFITED FROM THE SUPPORT DESK, MAINTENANCE SERVICE, ONSITE INSTALLATION, REMOTE DIAGNOSTICS, 24/7 MONITORING HAS BEEN RELIABLE. A DECENT BIT OF KIT, AND THE SUPPORT'S BEEN SPOT ON."
07-05-2024,GOLD EXTRACTION CO,5,MONICA,GOLDEN,"THE SUPPORT FROM COMPANY IS GOOD, BUT BOTH THE SOFTWARE AND THE HARDWARE ARE A BIT MORE COMPLICATED TO USE THAN THE OTHER RADARS IN THE MARKET."
08-05-2024,DIAVIK DIAMOND MINE - SURFACE OPS,8,JOSEPH,AMAYA,"WE'VE INSTALLED LASER, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR, RADAR PROVIDING DATA VISUALIZATION DASHBOARD. THE ONSITE INSTALLATION HAS BEEN RELIABLE. LA TECNOLOGÃ­A HA AYUDADO MUCHO CON LA SEGURIDAD DE LA MINA."
08-05-2024,VALE COPPER CLIFF,10,SYDNEY,XIAOQIAN,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR, SEISMIC SENSOR, RADAR, LASER EQUIPPED WITH DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. SUPPORT FROM THE ONSITE INSTALLATION HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
08-05-2024,HAIL CREEK COLLIERY,9,WILLIAM,WEBB,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR, SEISMIC SENSOR DELIVERING DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. WE'RE PLEASED WITH THE MAINTENANCE SERVICE, 24/7 MONITORING HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
08-05-2024,WESTERN RESOURCES CORP,10,MICHELLE,RIVERA,THE SUPPORT SERVICE IS VERY GOOD. I APPRECIATE THE COMPANY TEAM - THEY HAVE RADARS WHICH ARE ALSO GREAT.
09-05-2024,VALE AGUA LIMPA,9,BRIANNA,CARREON,"THE TEAM DEPLOYED GROUND MOVEMENT DETECTOR, LASER, RADAR THAT COMES WITH REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. THE REMOTE DIAGNOSTICS, SUPPORT DESK, ONSITE INSTALLATION HAS BEEN RELIABLE. ITÂ€™S MADE A NOTICEABLE DIFFERENCE IN OUR OPERATIONS."
10-05-2024,PINOS ALTOS OPEN PIT,9,ELIZABETH,SIACITI,"WE GOT THE LASER, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR DELIVERING DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS, REAL-TIME ALERTS. THEIR ONSITE INSTALLATION, REMOTE DIAGNOSTICS, 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
11-05-2024,TELFER,10,JULIAN,CRISPE,"WE GOT THE SEISMIC SENSOR, RADAR, GROUND MOVEMENT DETECTOR, LASER EQUIPPED WITH DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. APPRECIATE THE REMOTE DIAGNOSTICS, SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. BLOODY BRILLIANT SUPPORT, IF I MAY SAY SO."
12-05-2024,HIDROELECTRICA HIDROITUANGO,10,CAROLINE,PLACENCIA,"WE'VE INSTALLED SEISMIC SENSOR, RADAR, LASER, GROUND MOVEMENT DETECTOR THAT COMES WITH REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD, PREDICTIVE ANALYTICS. THE ONSITE INSTALLATION HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
12-05-2024,EASTERN DRILLING CO,9,KATIE,WILSON,THEY COULD IMPROVE IN CLIENT RELATIONSHIP. I THINK THEY SHOULD COMMUNICATE MORE WITH THE CLIENT.
13-05-2024,LIHIR GOLD MINE,9,VICTORIA,CARDENAS,"WE GOT THE RADAR, SEISMIC SENSOR, GROUND MOVEMENT DETECTOR FEATURING PREDICTIVE ANALYTICS, REAL-TIME ALERTS. SUPPORT FROM THE ONSITE INSTALLATION, SUPPORT DESK, REMOTE DIAGNOSTICS, 24/7 MONITORING, MAINTENANCE SERVICE HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
13-05-2024,HIDROELECTRICA HIDROITUANGO,6,VIRGINIA,SILVA,"WE'RE USING THE GROUND MOVEMENT DETECTOR, RADAR EQUIPPED WITH REAL-TIME ALERTS. WE'VE BENEFITED FROM THE MAINTENANCE SERVICE HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
14-05-2024,ORAPA DIAMOND MINE (DUPLICATE DON'T USE),7,ELIZABETH,PALANI,"WE GOT THE SEISMIC SENSOR FEATURING PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. APPRECIATE THE SUPPORT DESK, 24/7 MONITORING, ONSITE INSTALLATION, MAINTENANCE SERVICE HAS BEEN RELIABLE. MUY SATISFECHOS CON EL SERVICIO RECIBIDO HASTA AHORA."
14-05-2024,BLUE ORE ENTERPRISES,6,MARTHA,REID,"THE PRODUCT IS GREAT, BUT THERE’S TOO FEW AFTER-SALES SUPPORT."
15-05-2024,ANTAPACCAY,9,SCOTT,BASSON,"WE'RE CURRENTLY TRIALING THE GROUND MOVEMENT DETECTOR, LASER, RADAR, SEISMIC SENSOR EQUIPPED WITH PREDICTIVE ANALYTICS, DATA VISUALIZATION DASHBOARD. WE'VE BENEFITED FROM THE 24/7 MONITORING, REMOTE DIAGNOSTICS, MAINTENANCE SERVICE, ONSITE INSTALLATION HAS BEEN RELIABLE. THIS HAS REALLY IMPROVED OUR CONFIDENCE IN SLOPE STABILITY."
15-05-2024,ELITE EXPLORATION VENTURES,9,JEFFREY,WASHINGTON,I'M PRETTY HAPPY WITH THE SYSTEM AND THE SUPPORT THAT WE'RE GETTING FROM COMPANY. I DON'T HAVE ANY SUGGESTIONS FOR IMPROVEMENT SINCE I PERSONALLY DON'T USE THE EQUIPMENT. IT'S MY GEOTECH TEAM WHO USE THEM.
16-05-2024,PT. KALTIM PRIMA COAL,10,JEANNE,VELASQUEZ,"OUR SITE RELIES ON THE GROUND MOVEMENT DETECTOR, RADAR THAT COMES WITH REAL-TIME ALERTS, DATA VISUALIZATION DASHBOARD. WE'RE PLEASED WITH THE REMOTE DIAGNOSTICS, ONSITE INSTALLATION, 24/7 MONITORING, SUPPORT DESK, MAINTENANCE SERVICE HAS BEEN RELIABLE. THEREÂ€™S BEEN A MARKED IMPROVEMENT IN SITE SAFETY."
